,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,accommodates,bedrooms,beds,instant_bookable,price,Clothing,Entertainment,Exercise,Kitchen,Luxury,Outdoor,Parking,Security,Streaming,Technology,Views,Ward,Privacy,review_scores_rating,Target
2823,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,2,1.7702985856469355,1.0,1,68.0,1,0,0,1,0,0,0,1,0,0,0,7,2,5.0,1
2824,1.0,1.0,0.85,1.0,10,4.0,6.0,0,263.0,1,0,0,1,0,0,1,1,0,0,0,4,1,4.9,1
2825,1.0,1.0,0.93,0.0,4,2.0,2.0,0,95.0,1,0,0,1,0,0,1,1,0,0,0,4,1,4.3,0
2826,1.0,1.0,0.94,0.39646102343376377,4,1.7702985856469355,2.0,1,199.0,1,1,0,1,0,1,1,1,1,0,0,1,2,5.0,1
2827,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,3.0,0,70.0,1,0,0,0,0,0,0,1,0,0,0,2,1,5.0,1
2828,1.0,1.0,0.91,0.39646102343376377,1,1.7702985856469355,1.0,1,60.0,1,0,0,1,0,1,0,1,0,0,0,8,2,4.94,1
2829,1.0,1.0,0.95,1.0,4,1.0,1.0,0,119.0,1,1,0,1,0,0,0,1,0,0,0,1,1,4.94,1
2830,1.3098230912476723,0.9654562383612664,1.0,0.0,6,2.0,2.0,0,180.0,0,0,0,1,0,1,0,1,0,0,0,5,1,5.0,1
2831,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,1,40.0,1,0,0,1,0,0,1,1,0,0,0,7,2,4.82,1
2832,1.0,1.0,1.0,1.0,4,1.0,1.0,1,117.0,1,0,0,1,0,0,1,1,0,0,0,7,1,4.8,1
2833,3.0,0.77,0.76,0.0,2,1.0,1.0,0,81.0,0,0,0,1,0,0,1,1,0,0,0,4,1,4.16,0
2834,2.0,1.0,1.0,0.39646102343376377,2,1.7702985856469355,1.0,1,74.0,1,0,1,1,0,1,0,1,0,1,0,5,2,5.0,1
2835,1.0,1.0,1.0,1.0,4,2.0,2.0,0,170.0,1,1,0,1,1,1,1,1,1,0,0,6,1,4.68,0
2836,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,1.0,1,69.0,1,0,0,0,0,0,0,1,0,0,0,2,1,4.6,0
2837,1.0,0.99,0.99,0.0,4,1.0,3.0,0,234.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.95,1
2839,1.0,0.98,0.99,0.39646102343376377,4,1.7702985856469355,2.0,0,150.0,1,0,0,0,0,0,0,1,0,0,0,1,2,4.9,1
2840,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,2.0,2.0,0,51.0,0,0,0,1,0,1,1,1,0,0,0,5,1,4.0,0
2841,1.0,1.0,0.97,0.0,2,1.0,1.0,0,208.0,1,0,1,1,0,0,0,1,0,0,0,2,1,5.0,1
2842,3.0,1.0,1.0,0.0,3,2.0,2.0,0,100.0,0,0,0,0,0,1,1,1,0,0,0,5,1,5.0,1
2843,2.0,1.0,0.93,0.0,2,1.0,2.0,0,129.0,1,0,1,1,0,0,0,1,0,0,0,5,1,4.94,1
2844,1.0,0.98,0.99,0.39646102343376377,2,1.7702985856469355,1.0,0,128.0,1,0,0,0,0,0,0,1,0,0,0,1,1,4.86,1
2846,1.0,1.0,0.74,0.0,2,1.0,1.0,0,150.0,0,0,0,1,1,0,0,1,0,0,1,2,1,4.38,0
2847,1.0,1.0,1.0,1.0,4,1.0,1.0,0,129.0,1,1,0,1,1,1,0,1,0,1,0,5,1,4.96,1
2848,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,2.077656675749319,0,47.0,1,0,0,0,0,0,1,1,0,0,0,7,2,4.7,0
2849,1.0,1.0,0.99,1.0,2,1.7702985856469355,1.0,0,130.0,1,0,0,1,0,1,1,1,0,0,0,6,1,4.9,1
2850,1.3098230912476723,0.9654562383612664,1.0,0.0,5,3.0,2.0,0,200.0,1,0,0,1,0,0,1,1,0,0,0,5,1,5.0,1
2851,1.0,1.0,0.97,0.0,7,2.0,4.0,0,208.0,1,0,1,1,0,1,1,1,0,0,0,5,1,4.76,1
2852,1.0,0.99,0.99,0.0,8,4.0,4.0,1,204.0,1,0,0,1,0,1,1,1,0,0,0,4,1,1.0,0
2853,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,129.0,1,0,1,1,0,1,0,1,0,0,0,2,1,4.63,0
2854,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,2.0,2.0,1,249.0,1,0,0,1,1,1,1,1,0,0,0,1,1,5.0,1
2855,1.3098230912476723,0.9654562383612664,0.0,0.0,2,1.0,2.0,0,70.0,0,0,0,1,0,1,0,1,0,0,0,5,1,5.0,1
2856,1.0,1.0,1.0,1.0,2,1.0,1.0,1,167.0,1,1,0,1,0,0,0,1,0,0,0,1,1,4.77,1
2857,1.0,1.0,1.0,0.0,12,6.0,6.0,1,443.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.8,1
2858,1.0,1.0,0.87,0.39646102343376377,1,1.7702985856469355,1.0,0,133.0,1,0,0,1,0,1,0,1,1,1,1,5,2,4.78,1
2859,3.0,0.63,0.84,0.0,4,2.0,2.0,0,150.0,1,1,0,1,0,0,0,1,1,0,0,1,1,4.0,0
2860,1.0,0.8,0.99,0.0,1,1.7702985856469355,1.0,1,66.0,1,0,1,0,0,1,0,1,0,0,0,1,3,4.2,0
2862,1.0,0.99,0.99,0.0,4,1.0,1.0,0,189.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.55,0
2863,1.0,1.0,1.0,1.0,4,1.0,2.0,0,199.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.95,1
2864,2.0,1.0,1.0,1.0,2,1.0,2.0,0,95.0,1,0,0,0,0,1,1,1,0,0,0,3,1,4.92,1
2866,1.0,1.0,1.0,0.39646102343376377,3,1.7702985856469355,2.0,0,141.0,1,0,0,1,0,1,1,1,0,1,0,6,2,4.91,1
2867,1.0,1.0,1.0,1.0,4,2.0,3.0,0,332.0,1,0,0,1,0,1,1,1,1,1,0,1,1,4.96,1
2868,1.0,1.0,1.0,0.0,6,2.0,3.0,1,216.0,1,0,1,1,0,1,0,1,0,0,0,6,1,4.13,0
2869,1.0,1.0,0.82,0.39646102343376377,2,1.7702985856469355,1.0,0,56.0,1,1,0,1,0,1,1,1,1,0,0,2,2,4.78,1
2870,1.0,1.0,1.0,0.0,6,2.0,3.0,1,228.0,1,0,1,1,0,1,0,1,0,0,0,6,1,4.65,0
2871,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,0,113.0,1,1,0,1,0,0,0,1,1,1,0,3,1,4.97,1
2872,1.0,0.98,0.88,0.0,1,1.7702985856469355,12.0,0,56.0,1,0,0,0,0,0,0,1,0,0,0,1,3,4.43,0
2873,1.0,0.98,0.88,0.0,1,1.7702985856469355,10.0,1,66.0,1,0,0,0,0,0,0,1,0,0,0,2,3,4.45,0
2874,1.0,0.98,0.88,0.0,1,1.7702985856469355,8.0,1,69.0,1,0,0,0,0,0,0,1,0,0,0,2,3,4.71,1
2875,1.0,0.98,0.88,0.0,1,1.7702985856469355,6.0,1,73.0,1,0,0,0,0,0,0,1,0,0,0,1,3,3.8,0
2876,1.0,0.98,0.88,0.0,1,1.7702985856469355,1.0,1,74.0,1,0,0,0,0,0,0,1,0,0,0,1,3,4.41,0
2877,1.0,0.98,0.88,0.0,1,1.7702985856469355,4.0,1,79.0,1,0,0,0,0,0,0,1,0,0,0,2,3,4.63,0
2878,1.0,1.0,1.0,1.0,6,2.0,4.0,1,189.0,1,1,0,1,1,0,0,1,1,1,0,6,1,4.96,1
2879,1.0,0.99,0.99,0.0,1,1.7702985856469355,1.0,1,66.0,0,0,1,0,0,0,0,1,0,0,0,1,3,3.71,0
2880,1.0,0.99,0.99,0.0,1,1.7702985856469355,1.0,1,75.0,0,0,1,0,0,0,0,1,0,0,0,1,3,4.59,0
2881,1.0,1.0,0.94,0.0,3,1.0,1.0,1,70.0,0,1,0,1,0,0,1,1,0,0,0,4,1,4.6,0
2882,1.3098230912476723,0.9654562383612664,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,67.0,1,1,0,1,0,0,0,1,0,0,0,4,2,5.0,1
2883,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,80.0,0,0,1,1,0,0,0,1,0,0,0,6,1,5.0,1
2884,1.0,0.99,0.99,0.0,2,1.0,2.0,1,232.0,0,0,1,0,0,1,0,1,0,0,0,1,2,4.53,0
2885,1.0,0.99,0.99,0.0,4,1.0,2.0,1,270.0,0,0,1,0,0,1,0,1,1,0,0,1,2,4.2,0
2886,2.0,1.0,0.9298995663090619,0.0,2,1.7702985856469355,2.0,0,55.0,1,0,0,0,0,0,1,1,0,0,0,5,2,5.0,1
2887,2.0,1.0,0.96,1.0,2,1.0,2.0,0,119.0,1,0,0,1,0,0,0,1,0,1,0,6,1,4.86,1
2889,1.0,1.0,1.0,1.0,2,1.0,1.0,0,110.0,1,1,0,1,0,0,0,1,1,0,1,4,1,4.97,1
2891,2.0,1.0,0.17,0.0,2,1.7702985856469355,1.0,0,115.0,1,0,0,1,0,0,0,1,0,0,0,3,1,4.93,1
2893,3.0,0.9,0.92,0.0,3,1.0,2.0,0,120.0,1,0,1,1,0,1,1,1,0,0,0,4,1,4.83,1
2895,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,2.0,0,105.0,1,0,0,1,0,1,0,1,0,0,0,5,1,4.33,0
2896,1.3098230912476723,0.9654562383612664,0.97,1.0,2,1.7702985856469355,1.0,0,62.0,1,1,0,1,0,1,1,1,1,0,0,4,1,4.99,1
2897,1.0,1.0,0.98,0.0,2,1.7702985856469355,1.0,1,226.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.71,1
2898,1.0,1.0,1.0,0.0,2,1.0,1.0,1,80.0,1,0,0,0,0,0,0,1,0,0,0,4,1,4.82,1
2900,1.0,0.99,0.99,0.0,6,2.0,2.0,0,291.0,1,0,0,1,1,0,0,1,0,0,0,6,1,4.69,0
2901,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,4,1.7702985856469355,2.0,0,65.0,1,0,1,1,0,1,0,1,0,0,1,4,2,5.0,1
2903,1.0,0.67,1.0,0.39646102343376377,1,1.7702985856469355,1.0,1,36.0,1,0,0,0,0,0,0,1,0,0,0,1,2,4.65,0
2904,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.39646102343376377,1,1.7702985856469355,1.0,0,35.0,0,0,0,0,0,0,0,1,0,0,0,1,2,4.57,0
2905,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,1,140.0,1,0,0,1,0,1,0,1,0,0,1,6,1,5.0,1
2906,2.0,1.0,1.0,1.0,3,2.0,2.0,0,77.0,1,1,0,1,0,1,0,1,1,0,1,2,1,4.82,1
2908,1.0,1.0,1.0,1.0,6,2.0,3.0,0,281.0,1,0,0,1,0,0,1,1,0,0,0,1,1,4.95,1
2909,1.0,1.0,0.62,0.0,7,2.0,2.0,0,100.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.64,0
2910,1.0,1.0,0.97,0.0,2,1.0,1.0,0,246.0,1,0,1,1,0,0,0,1,0,0,0,2,1,5.0,1
2911,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,1,85.0,1,0,0,0,0,0,1,1,0,0,0,4,1,4.8,1
2912,2.0,1.0,0.9298995663090619,0.0,4,2.0,3.0,0,145.0,1,0,0,1,0,0,1,1,0,0,0,5,1,4.69,0
2913,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,1,179.0,1,0,1,1,0,1,0,1,0,0,0,3,1,4.89,1
2914,1.0,1.0,0.97,0.0,4,2.0,2.0,0,184.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
2916,1.0,1.0,0.97,0.0,2,1.0,1.0,0,173.0,1,0,1,1,0,0,0,1,0,0,0,2,1,5.0,1
2917,1.0,1.0,0.62,0.0,10,3.0,6.0,0,100.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.53,0
2918,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,139.0,1,0,0,0,0,0,1,1,0,0,0,2,1,4.33,0
2919,1.0,1.0,0.98,0.39646102343376377,10,4.0,5.0,0,620.0,1,0,0,0,0,0,0,1,0,0,0,5,1,5.0,1
2920,1.0,1.0,0.96,0.0,4,1.0,3.0,1,165.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.75,1
2921,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,8,3.0,6.0,1,378.0,1,0,0,1,0,1,1,1,0,0,0,3,1,4.66,0
2923,1.0,0.99,0.98,1.0,4,1.0,2.0,0,119.0,1,0,0,1,0,1,0,1,0,0,0,6,1,4.92,1
2924,1.0,1.0,0.97,0.0,2,1.0,1.0,0,210.0,1,0,1,1,0,0,0,1,0,0,0,8,1,5.0,1
2930,1.0,1.0,0.99,0.0,4,1.7702985856469355,1.0,0,80.0,1,0,0,0,0,1,0,1,0,0,0,5,1,4.74,1
2931,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,1,1.0,1.0,0,67.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0
2933,1.0,1.0,0.99,0.39646102343376377,2,1.7702985856469355,1.0,1,56.0,1,0,0,1,0,1,0,1,0,0,0,1,2,4.9,1
2934,1.0,0.86,1.0,1.0,4,1.0,1.0,1,114.0,1,0,0,1,0,1,0,1,0,0,0,2,1,4.81,1
2935,1.0,1.0,1.0,0.0,3,2.0,2.0,0,215.0,1,0,0,0,0,0,1,1,0,0,0,3,1,5.0,1
2936,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,8,3.0,4.0,0,549.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.89,1
2937,1.0,1.0,0.99,1.0,8,3.0,4.0,0,230.0,1,1,0,1,0,1,0,1,1,0,1,5,1,4.97,1
2938,1.0,1.0,1.0,1.0,4,2.0,2.0,0,251.0,1,1,0,1,0,0,0,1,1,1,0,6,1,4.97,1
2939,1.0,1.0,1.0,1.0,4,1.0,2.0,1,193.0,1,1,0,1,1,1,1,1,0,1,1,6,1,5.0,1
2940,1.0,0.99,0.98,1.0,2,1.0,1.0,0,128.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.92,1
2942,1.0,1.0,1.0,1.0,2,1.0,1.0,1,88.0,1,0,0,1,0,1,1,1,0,0,0,5,1,4.88,1
2943,1.0,1.0,0.99,1.0,4,2.0,2.0,0,400.0,1,1,1,1,0,1,0,1,1,1,1,2,1,4.87,1
2944,1.0,1.0,1.0,1.0,4,1.7702985856469355,1.0,0,86.0,1,1,0,1,0,0,0,1,1,1,0,4,1,4.82,1
2947,1.0,0.8,0.74,0.0,2,1.0,1.0,1,346.0,0,0,1,0,0,0,0,1,0,1,0,2,2,5.0,1
2948,1.0,1.0,0.62,0.0,4,1.0,2.0,0,71.0,1,0,0,0,0,0,0,1,0,0,0,1,1,4.69,0
2949,1.0,0.8,0.74,0.0,2,1.0,1.0,1,376.0,0,0,1,1,0,0,0,1,0,1,0,2,2,5.0,1
2951,3.0,0.83,0.33,0.0,4,2.0,2.0,0,175.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.83,1
2952,1.0,1.0,0.97,0.0,2,1.0,1.0,0,135.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
2953,1.0,0.8,0.74,0.0,4,1.0,2.0,1,448.0,0,0,1,0,0,0,0,1,0,1,0,2,2,5.0,1
2954,1.3098230912476723,0.9654562383612664,0.9298995663090619,1.0,8,4.0,6.0,0,375.0,1,0,0,1,1,1,1,1,0,0,1,5,1,4.8,1
2955,2.0,1.0,0.82,1.0,4,1.0,1.0,0,114.0,1,0,0,1,0,0,1,1,0,1,0,5,1,4.9,1
2956,1.0,1.0,1.0,1.0,6,3.0,4.0,1,250.0,1,0,0,1,0,0,1,1,0,0,0,7,1,5.0,1
2957,1.0,1.0,1.0,1.0,4,1.0,2.0,0,189.0,1,0,0,1,0,0,0,1,0,0,0,2,1,5.0,1
2959,1.0,1.0,0.97,0.0,2,1.0,1.0,0,180.0,1,0,1,1,0,0,0,1,0,0,0,2,1,5.0,1
2960,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,2.077656675749319,0,100.0,1,0,1,0,0,0,0,1,0,0,0,2,1,4.33,0
2962,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.0,1.0,0,89.0,1,0,0,0,0,0,1,1,0,0,0,3,1,5.0,1
2963,1.0,1.0,0.91,0.39646102343376377,4,1.7702985856469355,2.0,0,79.0,1,1,1,1,1,1,0,1,1,0,0,4,2,4.74,1
2964,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,1.0,0,100.0,1,1,0,1,0,1,0,1,0,1,0,4,1,4.81,1
2967,1.0,1.0,0.97,0.0,4,2.0,2.0,0,321.0,1,0,1,1,0,1,0,1,0,0,0,1,1,5.0,1
2968,1.0,1.0,0.98,0.0,2,1.7702985856469355,1.0,0,104.0,1,1,0,1,0,1,0,1,1,0,1,4,1,4.75,1
2971,1.3098230912476723,0.9654562383612664,1.0,0.0,2,1.0,1.0,0,200.0,1,0,1,1,0,1,0,1,0,0,0,5,1,5.0,1
2972,2.0,1.0,0.98,1.0,2,1.0,1.0,0,123.0,0,1,0,1,0,0,0,1,0,1,0,6,1,4.93,1
2973,4.0,0.0,0.0,0.0,6,2.0,3.0,0,160.0,1,0,0,1,0,0,1,1,0,0,0,6,1,4.83,1
2974,1.0,1.0,0.99,1.0,6,2.0,2.0,0,312.0,1,1,0,1,0,1,0,1,1,0,0,6,1,4.97,1
2975,1.0,1.0,0.96,1.0,10,3.0,4.0,0,397.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.87,1
2978,1.0,1.0,0.96,1.0,2,1.0,2.0,1,83.0,1,1,0,1,0,1,1,1,1,1,1,4,1,5.0,1
2979,1.0,1.0,1.0,1.0,7,4.0,4.0,0,300.0,1,1,0,1,0,1,1,1,1,1,0,4,1,4.92,1
2980,1.0,1.0,0.99,1.0,3,1.0,2.0,0,104.0,1,0,0,1,1,1,1,1,1,1,0,6,1,4.95,1
2981,1.0,1.0,0.86,1.0,3,1.0,2.0,0,167.0,1,1,0,1,0,1,1,1,0,1,0,6,1,4.95,1
2982,1.0,1.0,0.97,0.0,2,1.0,1.0,0,156.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.0,0
2983,1.0,1.0,0.99,1.0,4,2.0,2.0,0,115.0,1,1,0,1,0,1,1,1,1,0,0,4,1,4.9,1
2985,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,5,4.0,5.0,0,170.0,1,0,0,1,0,0,0,1,0,0,0,2,1,4.0,0
2986,1.0,1.0,0.99,0.0,4,2.0,2.0,0,142.0,1,1,1,1,0,1,0,1,1,0,1,2,1,4.25,0
2987,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,4,1.0,3.0,0,160.0,1,0,0,1,0,1,1,1,0,0,0,6,1,5.0,1
2992,1.0,1.0,0.97,0.0,2,1.0,1.0,0,226.0,1,0,1,1,0,0,0,1,0,0,0,2,1,5.0,1
2993,1.0,1.0,0.96,0.0,2,1.7702985856469355,1.0,1,95.0,1,0,0,1,0,0,1,1,0,0,0,2,2,4.84,1
2995,1.0,1.0,1.0,0.0,2,1.0,1.0,0,131.0,1,1,1,1,0,1,1,1,1,0,1,3,1,4.71,1
2997,1.0,1.0,0.96,1.0,6,5.0,5.0,0,293.0,1,0,0,1,1,0,1,1,0,0,0,5,1,4.88,1
2998,1.0,1.0,1.0,0.0,5,2.0,4.0,1,100.0,1,0,0,1,0,1,1,1,0,0,0,7,1,4.59,0
3000,1.0,0.99,0.97,0.0,4,2.0,2.0,0,176.0,1,0,1,1,0,1,0,1,0,0,0,2,1,4.17,0
3001,1.0,1.0,1.0,0.0,8,3.0,3.0,0,225.0,1,1,0,1,1,1,1,1,0,0,0,7,1,4.47,0
3007,1.0,1.0,0.97,0.0,2,1.0,1.0,0,148.0,1,0,0,1,0,0,0,1,0,0,0,1,1,2.0,0
3013,1.0,1.0,1.0,0.39646102343376377,1,1.7702985856469355,1.0,0,175.0,1,0,0,1,1,0,0,1,0,0,0,1,2,5.0,1
3014,1.0,1.0,0.91,1.0,6,2.0,3.0,0,152.0,1,1,0,1,0,0,1,1,1,0,0,6,1,4.74,1
3015,1.0,1.0,1.0,1.0,4,1.7702985856469355,2.0,0,135.0,1,0,0,1,0,0,0,1,0,0,1,6,1,4.88,1
3016,1.0,1.0,0.95,0.0,7,2.0,4.0,0,316.0,1,1,0,1,0,1,0,1,1,0,0,2,1,4.55,0
3018,1.0,0.99,0.97,0.0,4,2.0,2.0,0,222.0,1,0,1,1,0,1,0,1,0,0,0,2,1,1.0,0
3022,1.0,0.9,1.0,1.0,4,1.0,2.0,1,110.0,1,0,0,1,0,0,1,1,0,0,0,1,1,4.82,1
3023,1.0,0.98,0.98,0.0,5,2.0,2.0,1,408.0,1,0,1,1,0,0,0,1,0,0,0,2,1,4.22,0
3026,1.0,1.0,1.0,1.0,2,1.7702985856469355,1.0,0,96.0,1,0,0,1,0,0,0,1,0,0,0,1,1,4.92,1
3027,2.0,0.9,1.0,0.39646102343376377,2,1.7702985856469355,1.0,0,32.0,1,0,1,0,0,1,1,1,1,0,0,7,2,4.5,0
3028,1.0,1.0,0.97,0.0,2,1.0,1.0,0,169.0,1,0,1,1,0,0,0,1,0,0,0,6,1,4.0,0
3029,3.0,0.9,0.61,0.39646102343376377,1,1.7702985856469355,1.0,0,115.0,0,0,0,1,0,1,0,0,0,0,0,6,2,4.0,0
3032,4.0,0.25,0.8,0.0,2,1.0,1.0,0,50.0,1,1,1,1,0,1,1,1,1,0,1,7,1,4.59,0
3033,1.0,1.0,1.0,1.0,6,2.0,3.0,1,169.0,1,1,0,1,0,0,0,1,1,1,0,5,1,4.94,1
3034,4.0,0.0,0.9298995663090619,0.0,4,1.0,2.0,1,9000.0,1,0,1,0,0,1,0,1,0,0,0,2,2,4.86,1
3035,1.0,1.0,0.94,0.39646102343376377,5,1.0,2.0,0,103.0,1,0,0,1,1,1,1,1,0,0,0,1,1,4.2,0
3036,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.7702985856469355,1.0,0,100.0,0,0,0,0,0,0,0,1,0,0,0,2,1,5.0,1
3037,1.0,1.0,1.0,0.0,10,5.0,7.0,0,446.0,1,0,0,0,1,1,1,1,0,0,0,5,1,5.0,1
3038,1.0,1.0,1.0,1.0,2,1.0,1.0,1,270.0,1,0,1,1,1,0,1,1,0,0,0,2,1,4.9,1
3040,1.0,1.0,1.0,1.0,4,2.0,3.0,0,179.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.81,1
3043,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,2,1.7702985856469355,1.0,0,46.0,1,0,0,0,0,0,0,1,0,0,0,5,1,5.0,1
3044,1.0,1.0,0.97,0.0,2,1.0,1.0,0,130.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
3045,1.0,1.0,1.0,1.0,3,1.0,4.0,1,96.0,1,0,1,1,0,1,1,1,0,0,1,3,1,4.91,1
3046,1.0,1.0,0.94,0.39646102343376377,12,4.0,6.0,0,346.0,1,1,1,1,0,1,1,1,0,0,0,1,1,4.76,1
3047,1.0,0.99,0.99,0.0,4,1.0,2.0,0,155.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.59,0
3048,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,6,3.0,2.0,1,145.0,0,0,0,0,0,1,1,1,0,0,0,5,1,5.0,1
3050,1.0,1.0,1.0,1.0,4,1.0,2.0,0,170.0,1,0,0,1,1,0,0,1,0,0,0,6,1,4.98,1
3051,1.0,1.0,0.79,0.0,2,1.0,1.0,0,73.0,1,0,0,1,0,0,1,1,0,0,0,2,1,4.86,1
3052,1.0,0.99,0.99,0.0,4,1.0,1.0,0,155.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.81,1
3053,1.0,0.99,0.99,0.0,4,1.0,1.0,0,155.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.75,1
3054,1.0,0.99,0.99,0.0,6,2.0,2.0,0,181.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.68,0
3056,1.0,0.99,0.99,0.0,4,1.0,2.0,0,103.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.83,1
3057,1.0,1.0,1.0,0.39646102343376377,2,1.0,1.0,0,179.0,1,1,0,1,1,0,0,1,0,0,1,1,1,4.72,1
3058,1.0,1.0,0.89,1.0,4,1.0,2.0,0,190.0,1,1,1,1,0,1,1,1,1,0,0,6,1,4.94,1
3059,1.0,1.0,0.97,0.0,2,1.0,1.0,0,202.0,1,0,1,1,0,1,0,1,0,0,0,2,1,4.0,0
3060,2.0,0.9,0.92,0.0,5,3.0,3.0,0,102.0,1,0,0,1,0,0,0,1,0,0,0,4,1,4.25,0
3061,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,3,1.0,2.0,0,118.0,1,0,0,1,0,0,1,1,0,0,0,6,1,5.0,1
3063,1.0,1.0,0.97,0.0,2,1.0,1.0,0,149.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
3066,1.0,1.0,0.97,0.0,2,1.0,1.0,0,136.0,1,0,0,1,0,0,0,1,0,0,0,1,1,5.0,1
3068,1.0,1.0,1.0,1.0,3,1.0,2.0,0,103.0,1,0,0,1,0,0,0,1,0,0,0,6,1,4.94,1
3069,1.0,0.9,0.99,1.0,4,1.7702985856469355,2.0,0,95.0,1,1,0,1,0,1,0,1,1,1,0,4,1,4.92,1
3070,1.0,0.97,0.94,0.0,4,1.7702985856469355,2.0,1,254.0,1,0,0,0,0,0,0,1,0,0,0,2,2,4.17,0
3071,2.0,1.0,0.98,1.0,4,2.0,3.0,0,249.0,1,0,0,1,0,1,0,1,0,1,0,6,1,5.0,1
3072,1.0,1.0,1.0,1.0,2,1.0,1.0,0,102.0,0,0,0,1,0,0,0,1,0,0,0,6,1,4.95,1
3074,1.0,1.0,1.0,1.0,4,1.0,1.0,0,143.0,1,1,0,1,1,1,0,1,1,1,0,5,1,4.85,1
3075,1.0,0.99,0.99,0.0,4,1.0,2.077656675749319,0,171.0,1,0,0,1,0,1,0,1,0,0,0,1,1,4.71,1
3079,1.0,1.0,0.91,1.0,6,2.0,3.0,0,138.0,1,1,0,1,0,0,1,1,1,0,0,6,1,4.73,1
3081,1.0,1.0,0.99,0.0,5,3.0,3.0,0,267.0,1,1,1,1,1,1,1,1,1,0,1,2,1,5.0,1
3082,1.0,0.97,0.94,0.0,3,1.7702985856469355,1.0,1,244.0,1,0,0,1,0,0,0,1,0,0,0,2,2,4.57,0
3084,2.0,1.0,0.88,0.39646102343376377,1,1.7702985856469355,1.0,0,44.0,1,0,0,1,0,1,0,1,0,0,0,4,2,3.5,0
3086,1.3098230912476723,0.9654562383612664,0.9298995663090619,0.0,8,4.0,5.0,0,245.0,1,0,0,1,0,1,0,1,0,1,0,1,1,4.82,1
3087,1.3098230912476723,0.9654562383612664,0.0,0.0,2,1.0,2.0,0,99.0,1,0,0,1,0,0,1,1,0,0,0,2,1,5.0,1
3090,1.0,1.0,1.0,1.0,13,4.0,8.0,1,941.0,1,1,0,1,0,1,1,1,1,1,0,6,1,5.0,1
